Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
afogando			4460	104	68	11.951	0.001
aliviar			4460	104	84	11.951	0.001
ap			4460	104	66	11.951	0.001
arretado			4460	104	78	11.951	0.001
asfalto			4460	104	58	11.951	0.001
avisou			4460	104	84	11.951	0.001
açucena			4460	104	54	11.951	0.001
bara			4460	104	14	11.951	0.000
beijinhos			4460	104	86	11.951	0.001
boys			4460	104	40	11.951	0.001
brincava			4460	104	78	11.951	0.001
canário			4460	104	82	11.951	0.001
carência			4460	104	78	11.951	0.001
cheinho			4460	104	86	11.951	0.001
chocalho			4460	104	92	11.951	0.001
choque			4460	104	60	11.951	0.001
conquistador			4460	104	88	11.951	0.001
desaforo			4460	104	94	11.951	0.002
desista			4460	104	66	11.951	0.001
desisti			4460	104	90	11.951	0.001
desprezar			4460	104	58	11.951	0.001
discussão			4460	104	84	11.951	0.001
empinado			4460	104	40	11.951	0.001
enrola			4460	104	72	11.951	0.001
espalha			4460	104	92	11.951	0.001
espalhou			4460	104	76	11.951	0.001
farriar			4460	104	48	11.951	0.001
fiado			4460	104	84	11.951	0.001
floresta			4460	104	98	11.951	0.002
fortes			4460	104	90	11.951	0.001
frágil			4460	104	92	11.951	0.001
garantido			4460	104	44	11.951	0.001
hilux			4460	104	52	11.951	0.001
incomodar			4460	104	76	11.951	0.001
maltratou			4460	104	84	11.951	0.001
malícia			4460	104	74	11.951	0.001
negros			4460	104	64	11.951	0.001
pacote			4460	104	22	11.951	0.000
pensão			4460	104	60	11.951	0.001
pipiri			4460	104	12	11.951	0.000
pulava			4460	104	38	11.951	0.001
quebrada			4460	104	72	11.951	0.001
quinze			4460	104	68	11.951	0.001
ranchinho			4460	104	76	11.951	0.001
salvação			4460	104	70	11.951	0.001
suzana			4460	104	10	11.951	0.000
tamo			4460	104	66	11.951	0.001
tó			4460	104	56	11.951	0.001
velhice			4460	104	46	11.951	0.001
ventos			4460	104	72	11.951	0.001
vigário			4460	104	72	11.951	0.001
viverei			4460	104	78	11.951	0.001
acima			4514	102	88	11.721	0.001
ajeita			4514	102	64	11.721	0.001
amormas			4514	102	86	11.721	0.001
aranha			4514	102	60	11.721	0.001
assanhado			4514	102	76	11.721	0.001
azaração			4514	102	68	11.721	0.001
berço			4514	102	80	11.721	0.001
bica			4514	102	50	11.721	0.001
bó			4514	102	18	11.721	0.000
cadeiras			4514	102	72	11.721	0.001
convida			4514	102	88	11.721	0.001
criatura			4514	102	90	11.721	0.001
defender			4514	102	80	11.721	0.001
defesa			4514	102	70	11.721	0.001
depender			4514	102	82	11.721	0.001
detalhes			4514	102	78	11.721	0.001
dispenso			4514	102	26	11.721	0.000
divido			4514	102	72	11.721	0.001
embola			4514	102	24	11.721	0.000
escrevo			4514	102	74	11.721	0.001
fechada			4514	102	84	11.721	0.001
geladeira			4514	102	72	11.721	0.001
grandeza			4514	102	84	11.721	0.001
gulá			4514	102	4	11.721	0.000
gulê			4514	102	4	11.721	0.000
harém			4514	102	64	11.721	0.001
ie			4514	102	22	11.721	0.000
incomoda			4514	102	82	11.721	0.001
insisto			4514	102	82	11.721	0.001
latada			4514	102	92	11.721	0.001
letras			4514	102	86	11.721	0.001
liberado			4514	102	62	11.721	0.001
lunar			4514	102	34	11.721	0.001
material			4514	102	8	11.721	0.000
meteoro			4514	102	22	11.721	0.000
moer			4514	102	50	11.721	0.001
novos			4514	102	52	11.721	0.001
postal			4514	102	72	11.721	0.001
prefere			4514	102	76	11.721	0.001
provou			4514	102	74	11.721	0.001
quenga			4514	102	42	11.721	0.001
raia			4514	102	50	11.721	0.001
raiou			4514	102	64	11.721	0.001
refletir			4514	102	74	11.721	0.001
relacionamento			4514	102	82	11.721	0.001
row			4514	102	10	11.721	0.000
safra			4514	102	72	11.721	0.001
sebastião			4514	102	56	11.721	0.001
setecentos			4514	102	14	11.721	0.000
superei			4514	102	68	11.721	0.001
sá			4514	102	58	11.721	0.001
tarraxa			4514	102	8	11.721	0.000
tcham			4514	102	4	11.721	0.000
terço			4514	102	66	11.721	0.001
transformar			4514	102	76	11.721	0.001
traço			4514	102	38	11.721	0.001
veloz			4514	102	94	11.721	0.002
vingar			4514	102	68	11.721	0.001
vizinhança			4514	102	88	11.721	0.001
zefinha			4514	102	64	11.721	0.001
abençoou			4574	100	58	11.491	0.001
abracei			4574	100	80	11.491	0.001
abraçou			4574	100	80	11.491	0.001
adiantou			4574	100	84	11.491	0.001
antigo			4574	100	86	11.491	0.001
apressado			4574	100	60	11.491	0.001
arma			4574	100	90	11.491	0.001
arrocho			4574	100	76	11.491	0.001
ação			4574	100	74	11.491	0.001
belle			4574	100	12	11.491	0.000
bicha			4574	100	48	11.491	0.001
bixo			4574	100	36	11.491	0.001
brilhante			4574	100	80	11.491	0.001
brilhou			4574	100	80	11.491	0.001
buquê			4574	100	74	11.491	0.001
caladinho			4574	100	28	11.491	0.000
carregue			4574	100	74	11.491	0.001
carteira			4574	100	82	11.491	0.001
chocolate			4574	100	62	11.491	0.001
concertina			4574	100	80	11.491	0.001
contagia			4574	100	64	11.491	0.001
cumpadre			4574	100	42	11.491	0.001
dará			4574	100	82	11.491	0.001
distrair			4574	100	76	11.491	0.001
encheu			4574	100	86	11.491	0.001
endoidar			4574	100	62	11.491	0.001
escutei			4574	100	74	11.491	0.001
expressar			4574	100	84	11.491	0.001
farsa			4574	100	54	11.491	0.001
fracasso			4574	100	82	11.491	0.001
fu			4574	100	24	11.491	0.000
fujo			4574	100	64	11.491	0.001
fumando			4574	100	56	11.491	0.001
gafieira			4574	100	70	11.491	0.001
garotas			4574	100	64	11.491	0.001
gastando			4574	100	78	11.491	0.001
gerar			4574	100	52	11.491	0.001
grau			4574	100	54	11.491	0.001
leito			4574	100	84	11.491	0.001
miudinho			4574	100	82	11.491	0.001
nan			4574	100	20	11.491	0.000
picolé			4574	100	32	11.491	0.001
plays			4574	100	50	11.491	0.001
resiste			4574	100	80	11.491	0.001
revelar			4574	100	82	11.491	0.001
sandália			4574	100	40	11.491	0.001
see			4574	100	42	11.491	0.001
servir			4574	100	90	11.491	0.001
surgir			4574	100	64	11.491	0.001
teresina			4574	100	74	11.491	0.001
terror			4574	100	68	11.491	0.001
torar			4574	100	76	11.491	0.001
vicio			4574	100	64	11.491	0.001
vitamina			4574	100	52	11.491	0.001
vodka			4574	100	62	11.491	0.001
vosso			4574	100	14	11.491	0.000
xaxar			4574	100	52	11.491	0.001
ado			4631	98	4	11.262	0.000
agacha			4631	98	14	11.262	0.000
amarra			4631	98	72	11.262	0.001
armadilha			4631	98	74	11.262	0.001
arrego			4631	98	60	11.262	0.001
ba			4631	98	44	11.262	0.001
belas			4631	98	80	11.262	0.001
bop			4631	98	6	11.262	0.000
botava			4631	98	78	11.262	0.001
candieiro			4631	98	52	11.262	0.001
carros			4631	98	86	11.262	0.001
chances			4631	98	70	11.262	0.001
chegasse			4631	98	78	11.262	0.001
compaixão			4631	98	82	11.262	0.001
consiga			4631	98	70	11.262	0.001
contato			4631	98	82	11.262	0.001
contramão			4631	98	86	11.262	0.001
convidou			4631	98	82	11.262	0.001
cresci			4631	98	54	11.262	0.001
cri			4631	98	8	11.262	0.000
danava			4631	98	16	11.262	0.000
deles			4631	98	78	11.262	0.001
dilim			4631	98	8	11.262	0.000
disfarça			4631	98	84	11.262	0.001
duvida			4631	98	56	11.262	0.001
encantar			4631	98	68	11.262	0.001
endoida			4631	98	40	11.262	0.001
esquisito			4631	98	90	11.262	0.001
explodiu			4631	98	70	11.262	0.001
facinho			4631	98	52	11.262	0.001
fia			4631	98	50	11.262	0.001
fuleiro			4631	98	80	11.262	0.001
garotinha			4631	98	20	11.262	0.000
ginga			4631	98	80	11.262	0.001
golpe			4631	98	56	11.262	0.001
histórias			4631	98	82	11.262	0.001
imaginou			4631	98	56	11.262	0.001
kibong			4631	98	2	11.262	0.000
laranjeira			4631	98	62	11.262	0.001
lento			4631	98	70	11.262	0.001
levantei			4631	98	78	11.262	0.001
malhe			4631	98	8	11.262	0.000
melhores			4631	98	72	11.262	0.001
minto			4631	98	78	11.262	0.001
molejo			4631	98	72	11.262	0.001
monta			4631	98	36	11.262	0.001
morasse			4631	98	46	11.262	0.001
novinho			4631	98	46	11.262	0.001
nãoeu			4631	98	86	11.262	0.001
pareço			4631	98	82	11.262	0.001
passeio			4631	98	74	11.262	0.001
pelé			4631	98	56	11.262	0.001
pendurado			4631	98	72	11.262	0.001
português			4631	98	60	11.262	0.001
praga			4631	98	70	11.262	0.001
prejuízo			4631	98	84	11.262	0.001
prestar			4631	98	80	11.262	0.001
replay			4631	98	18	11.262	0.000
representa			4631	98	60	11.262	0.001
rezando			4631	98	82	11.262	0.001
shortinho			4631	98	50	11.262	0.001
sincera			4631	98	92	11.262	0.001
sociedade			4631	98	70	11.262	0.001
sumindo			4631	98	82	11.262	0.001
toc			4631	98	16	11.262	0.000
transparente			4631	98	58	11.262	0.001
tratando			4631	98	68	11.262	0.001
acerta			4698	96	70	11.032	0.001
amargam			4698	96	32	11.032	0.001
andam			4698	96	84	11.032	0.001
arrume			4698	96	68	11.032	0.001
assum			4698	96	48	11.032	0.001
atendo			4698	96	58	11.032	0.001
bastava			4698	96	32	11.032	0.001
batera			4698	96	62	11.032	0.001
bilhete			4698	96	78	11.032	0.001
bim			4698	96	6	11.032	0.000
caba			4698	96	62	11.032	0.001
cadente			4698	96	72	11.032	0.001
cantoria			4698	96	84	11.032	0.001
chiado			4698	96	84	11.032	0.001
coma			4698	96	62	11.032	0.001
coraçãovocê			4698	96	76	11.032	0.001
cum			4698	96	66	11.032	0.001
dai			4698	96	62	11.032	0.001
devolve			4698	96	62	11.032	0.001
du			4698	96	22	11.032	0.000
dumderarium			4698	96	4	11.032	0.000
encontrava			4698	96	90	11.032	0.001
endoideceu			4698	96	40	11.032	0.001
enjoa			4698	96	74	11.032	0.001
escondo			4698	96	80	11.032	0.001
estais			4698	96	54	11.032	0.001
existem			4698	96	72	11.032	0.001
falsidade			4698	96	82	11.032	0.001
funga			4698	96	42	11.032	0.001
gaita			4698	96	64	11.032	0.001
gerais			4698	96	76	11.032	0.001
grego			4698	96	50	11.032	0.001
inesquecível			4698	96	54	11.032	0.001
infinita			4698	96	70	11.032	0.001
insegurança			4698	96	62	11.032	0.001
isca			4698	96	48	11.032	0.001
joana			4698	96	72	11.032	0.001
ladinho			4698	96	48	11.032	0.001
lima			4698	96	52	11.032	0.001
ling			4698	96	20	11.032	0.000
lombo			4698	96	84	11.032	0.001
maduro			4698	96	70	11.032	0.001
marieta			4698	96	50	11.032	0.001
menti			4698	96	52	11.032	0.001
mimmas			4698	96	80	11.032	0.001
mimse			4698	96	80	11.032	0.001
miragem			4698	96	72	11.032	0.001
misturado			4698	96	70	11.032	0.001
multicor			4698	96	60	11.032	0.001
mundão			4698	96	60	11.032	0.001
necessário			4698	96	54	11.032	0.001
neguinho			4698	96	64	11.032	0.001
obá			4698	96	12	11.032	0.000
pamonha			4698	96	76	11.032	0.001
perdoou			4698	96	76	11.032	0.001
piada			4698	96	70	11.032	0.001
policia			4698	96	72	11.032	0.001
popular			4698	96	82	11.032	0.001
pow			4698	96	38	11.032	0.001
pq			4698	96	50	11.032	0.001
preguiça			4698	96	50	11.032	0.001
prometer			4698	96	76	11.032	0.001
queimado			4698	96	76	11.032	0.001
quentão			4698	96	84	11.032	0.001
ricardão			4698	96	64	11.032	0.001
rumbora			4698	96	18	11.032	0.000
sacanão			4698	96	44	11.032	0.001
safadeza			4698	96	64	11.032	0.001
sentidos			4698	96	82	11.032	0.001
short			4698	96	54	11.032	0.001
tolo			4698	96	76	11.032	0.001
trilha			4698	96	78	11.032	0.001
trocando			4698	96	72	11.032	0.001
valentão			4698	96	72	11.032	0.001
vezeu			4698	96	78	11.032	0.001
vossa			4698	96	42	11.032	0.001
abençoado			4774	94	60	10.802	0.001
agarrada			4774	94	78	10.802	0.001
agarrou			4774	94	50	10.802	0.001
agindo			4774	94	66	10.802	0.001
agudo			4774	94	50	10.802	0.001
alcançar			4774	94	70	10.802	0.001
almas			4774	94	72	10.802	0.001
após			4774	94	76	10.802	0.001
azuis			4774	94	50	10.802	0.001
bananeira			4774	94	62	10.802	0.001
barbosa			4774	94	60	10.802	0.001
brotar			4774	94	74	10.802	0.001
busquei			4774	94	62	10.802	0.001
calendário			4774	94	60	10.802	0.001
camisinha			4774	94	36	10.802	0.001
capitão			4774	94	44	10.802	0.001
caras			4774	94	76	10.802	0.001
conceição			4774	94	48	10.802	0.001
confunda			4774	94	54	10.802	0.001
conviver			4774	94	82	10.802	0.001
cowboy			4774	94	42	10.802	0.001
decidida			4774	94	72	10.802	0.001
despedir			4774	94	66	10.802	0.001
engraçado			4774	94	76	10.802	0.001
estrelado			4774	94	80	10.802	0.001
gaiteiro			4774	94	48	10.802	0.001
garra			4774	94	76	10.802	0.001
lista			4774	94	72	10.802	0.001
maltratado			4774	94	78	10.802	0.001
manto			4774	94	78	10.802	0.001
melão			4774	94	56	10.802	0.001
meninada			4774	94	84	10.802	0.001
mercado			4774	94	70	10.802	0.001
mira			4774	94	60	10.802	0.001
misturando			4774	94	62	10.802	0.001
noiva			4774	94	66	10.802	0.001
olhinhos			4774	94	76	10.802	0.001
ow			4774	94	28	10.802	0.000
parecer			4774	94	74	10.802	0.001
qué			4774	94	38	10.802	0.001
reais			4774	94	66	10.802	0.001
realiza			4774	94	46	10.802	0.001
regresso			4774	94	74	10.802	0.001
respeitado			4774	94	80	10.802	0.001
resultado			4774	94	78	10.802	0.001
saberia			4774	94	74	10.802	0.001
sapeca			4774	94	54	10.802	0.001
tango			4774	94	18	10.802	0.000
telhado			4774	94	72	10.802	0.001
two			4774	94	28	10.802	0.000
una			4774	94	44	10.802	0.001
valia			4774	94	46	10.802	0.001
what			4774	94	36	10.802	0.001
zombando			4774	94	70	10.802	0.001
êêê			4774	94	38	10.802	0.001
aceitava			4829	92	46	10.572	0.001
aceitei			4829	92	70	10.572	0.001
acendo			4829	92	80	10.572	0.001
adiantar			4829	92	60	10.572	0.001
adriana			4829	92	36	10.572	0.001
agarrei			4829	92	56	10.572	0.001
aguardente			4829	92	72	10.572	0.001
amorfoi			4829	92	60	10.572	0.001
arranja			4829	92	70	10.572	0.001
através			4829	92	64	10.572	0.001
atrevida			4829	92	64	10.572	0.001
batalha			4829	92	74	10.572	0.001
biritar			4829	92	54	10.572	0.001
caminha			4829	92	58	10.572	0.001
cantada			4829	92	72	10.572	0.001
carrossel			4829	92	70	10.572	0.001
caça			4829	92	70	10.572	0.001
chegado			4829	92	78	10.572	0.001
chuta			4829	92	48	10.572	0.001
colhendo			4829	92	50	10.572	0.001
combinar			4829	92	48	10.572	0.001
comprida			4829	92	74	10.572	0.001
crime			4829	92	78	10.572	0.001
danadinho			4829	92	56	10.572	0.001
denovo			4829	92	58	10.572	0.001
discutir			4829	92	66	10.572	0.001
divertindo			4829	92	52	10.572	0.001
diário			4829	92	62	10.572	0.001
embolar			4829	92	28	10.572	0.000
encantos			4829	92	68	10.572	0.001
enganada			4829	92	70	10.572	0.001
envolvendo			4829	92	68	10.572	0.001
flamengo			4829	92	22	10.572	0.000
formosa			4829	92	80	10.572	0.001
forrobodó			4829	92	40	10.572	0.001
férias			4829	92	70	10.572	0.001
gandhi			4829	92	24	10.572	0.000
giro			4829	92	64	10.572	0.001
hu			4829	92	18	10.572	0.000
infiel			4829	92	48	10.572	0.001
irrita			4829	92	40	10.572	0.001
lago			4829	92	54	10.572	0.001
lambe			4829	92	24	10.572	0.000
life			4829	92	42	10.572	0.001
ll			4829	92	24	10.572	0.000
louquinha			4829	92	60	10.572	0.001
lucimar			4829	92	4	10.572	0.000
maisnão			4829	92	64	10.572	0.001
mansa			4829	92	80	10.572	0.001
nana			4829	92	18	10.572	0.000
neto			4829	92	66	10.572	0.001
noel			4829	92	38	10.572	0.001
noivo			4829	92	74	10.572	0.001
notas			4829	92	68	10.572	0.001
objeto			4829	92	58	10.572	0.001
ok			4829	92	40	10.572	0.001
pada			4829	92	6	10.572	0.000
pajeú			4829	92	32	10.572	0.001
pegação			4829	92	58	10.572	0.001
perdidamente			4829	92	42	10.572	0.001
piranha			4829	92	50	10.572	0.001
piro			4829	92	24	10.572	0.000
piso			4829	92	68	10.572	0.001
pousar			4829	92	72	10.572	0.001
preocupe			4829	92	54	10.572	0.001
protetor			4829	92	74	10.572	0.001
quisesse			4829	92	56	10.572	0.001
risada			4829	92	72	10.572	0.001
romeu			4829	92	62	10.572	0.001
sextou			4829	92	16	10.572	0.000
solange			4829	92	50	10.572	0.001
terno			4829	92	72	10.572	0.001
tonelada			4829	92	26	10.572	0.000
topando			4829	92	24	10.572	0.000
vambora			4829	92	48	10.572	0.001
viciada			4829	92	50	10.572	0.001
virtude			4829	92	78	10.572	0.001
vocêquando			4829	92	80	10.572	0.001
águia			4829	92	50	10.572	0.001
amarga			4908	90	80	10.342	0.001
amargura			4908	90	72	10.342	0.001
amarrei			4908	90	64	10.342	0.001
assado			4908	90	74	10.342	0.001
badalação			4908	90	46	10.342	0.001
baladeira			4908	90	52	10.342	0.001
balde			4908	90	56	10.342	0.001
bando			4908	90	76	10.342	0.001
barraco			4908	90	58	10.342	0.001
becos			4908	90	80	10.342	0.001
berê			4908	90	2	10.342	0.000
cercado			4908	90	74	10.342	0.001
complicada			4908	90	74	10.342	0.001
concordar			4908	90	72	10.342	0.001
coraçãomas			4908	90	78	10.342	0.001
cordas			4908	90	60	10.342	0.001
cristão			4908	90	80	10.342	0.001
deixam			4908	90	84	10.342	0.001
despertando			4908	90	58	10.342	0.001
dig			4908	90	8	10.342	0.000
domar			4908	90	64	10.342	0.001
duvide			4908	90	64	10.342	0.001
ema			4908	90	34	10.342	0.001
encostar			4908	90	64	10.342	0.001
enrosca			4908	90	36	10.342	0.001
esfregando			4908	90	38	10.342	0.001
estaria			4908	90	74	10.342	0.001
explodindo			4908	90	64	10.342	0.001
falaram			4908	90	84	10.342	0.001
fechei			4908	90	66	10.342	0.001
foste			4908	90	66	10.342	0.001
francês			4908	90	66	10.342	0.001
frias			4908	90	72	10.342	0.001
galopar			4908	90	62	10.342	0.001
independente			4908	90	66	10.342	0.001
jangada			4908	90	66	10.342	0.001
jogada			4908	90	74	10.342	0.001
juramento			4908	90	68	10.342	0.001
largou			4908	90	52	10.342	0.001
misturada			4908	90	62	10.342	0.001
mêdo			4908	90	6	10.342	0.000
nobre			4908	90	78	10.342	0.001
parara			4908	90	18	10.342	0.000
pecados			4908	90	74	10.342	0.001
peleja			4908	90	56	10.342	0.001
praias			4908	90	74	10.342	0.001
preparou			4908	90	64	10.342	0.001
prometendo			4908	90	68	10.342	0.001
repertório			4908	90	66	10.342	0.001
rolinha			4908	90	56	10.342	0.001
sainha			4908	90	66	10.342	0.001
solitário			4908	90	72	10.342	0.001
tampa			4908	90	60	10.342	0.001
vari			4908	90	4	10.342	0.000
venda			4908	90	68	10.342	0.001
voraz			4908	90	74	10.342	0.001
wanna			4908	90	16	10.342	0.000
when			4908	90	28	10.342	0.000
acendeu			4966	88	70	10.112	0.001
admitir			4966	88	56	10.112	0.001
adorava			4966	88	48	10.112	0.001
agreste			4966	88	74	10.112	0.001
aha			4966	88	18	10.112	0.000
ajudou			4966	88	60	10.112	0.001
alugar			4966	88	20	10.112	0.000
amassou			4966	88	28	10.112	0.000
américa			4966	88	36	10.112	0.001
apagando			4966	88	78	10.112	0.001
armas			4966	88	78	10.112	0.001
bateria			4966	88	64	10.112	0.001
brota			4966	88	50	10.112	0.001
bruto			4966	88	56	10.112	0.001
cachaceiros			4966	88	34	10.112	0.001
carvão			4966	88	70	10.112	0.001
castiga			4966	88	82	10.112	0.001
ceu			4966	88	56	10.112	0.001
cheque			4966	88	60	10.112	0.001
circo			4966	88	40	10.112	0.001
começam			4966	88	72	10.112	0.001
condenada			4966	88	14	10.112	0.000
copacabana			4966	88	62	10.112	0.001
corredor			4966	88	74	10.112	0.001
crato			4966	88	34	10.112	0.001
desata			4966	88	50	10.112	0.001
dever			4966	88	72	10.112	0.001
dilema			4966	88	68	10.112	0.001
dunas			4966	88	48	10.112	0.001
enlouqueci			4966	88	64	10.112	0.001
falling			4966	88	12	10.112	0.000
ferrou			4966	88	48	10.112	0.001
